Period,Year,Month,Month_Name,PSGC_Code,Province,Location,Geography_Status,Current_Region_XII,Model_Eligible,Reported_HIV_Cases,Case_Data_Status,Total_Population,Population_Data_Status,Population_Density_per_km2,Density_Data_Status,Active_Testing_Centers,Center_Data_Status,Cases_per_100k_Monthly,Rolling_12M_Cases,Rolling_12M_Rate_per_100k,Six_Month_Growth_pct,Facility_Need_Score,Facility_Need_Alert,Recommended_Additional_Centers,Source_Notes
01/05/1999,1999,5,May,1204713000,Cotabato,PRESIDENT ROXAS,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,35339,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,57.164,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206318000,South Cotabato,SANTO NIÑO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,28157,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,256.206,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33220,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,40.296,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206313000,South Cotabato,SURALLAH,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,61368,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,113.581,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206316000,South Cotabato,T'BOLI,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,70830,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,79.069,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206511000,Sultan Kudarat,TACURONG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,73743,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,480.724,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206314000,South Cotabato,TAMPAKAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,29091,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,74.459,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206315000,South Cotabato,TANTANGAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33208,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,261.893,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1204714000,Cotabato,TULUNAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,42381,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,188.36,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,1206317000,South Cotabato,TUPI,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,53068,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,232.754,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/05/1999,1999,5,May,UNKNOWN,Unspecified,UNALLOCATED/UNKNOWN,UNMAPPED / UNKNOWN RESIDENCE,No,No,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,0,,0,,NON-SPATIAL,,Consolidated unknown-location residual retained only for regional reconciliation.
01/06/1999,1999,6,June,1208001000,Sarangani,ALABEL,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,61089,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,119.782,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204701000,Cotabato,ALAMADA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,48941,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,62.147,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204717000,Cotabato,ALEOSAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,26397,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,117.112,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204715000,Cotabato,ANTIPAS,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,18800,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,82.384,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204718000,Cotabato,ARAKAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,35708,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,51.512,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206501000,Sultan Kudarat,BAGUMBAYAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,47566,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,70.772,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206302000,South Cotabato,BANGA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,61523,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,255.919,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204716000,Cotabato,BANISILAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33285,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,57.616,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204702000,Cotabato,CARMEN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,54562,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,49.062,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206502000,Sultan Kudarat,COLUMBIO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,23134,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,27.153,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1908703000,Maguindanao del Norte / historical Region XII,COTABATO CITY,HISTORICAL REGION XII / CURRENT BARMM,No,Historical-only,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,230440,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,1309.318,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,2,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206503000,Sultan Kudarat,ESPERANZA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,50251,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,154.952,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1230800000,General Santos City,GENERAL SANTOS,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,408187,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,828.133,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,3,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208002000,Sarangani,GLAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,78730,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,112.956,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206504000,Sultan Kudarat,ISULAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,67809,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,125.271,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204703000,Cotabato,KABACAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,52843,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,117.927,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206505000,Sultan Kudarat,KALAMANSIG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,36053,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,51.563,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208003000,Sarangani,KIAMBA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,46892,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,113.266,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204704000,Cotabato,KIDAPAWAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,100660,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,280.781,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206306000,South Cotabato,KORONADAL,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,122972,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,443.942,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206319000,South Cotabato,LAKE SEBU,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,57071,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,81.298,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206508000,Sultan Kudarat,LAMBAYONG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,55163,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,222.073,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206506000,Sultan Kudarat,LEBAK,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,63211,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,122.979,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204705000,Cotabato,LIBUNGAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,39676,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,230.006,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206507000,Sultan Kudarat,LUTAYAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,44954,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,165.882,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204710000,Cotabato,M'LANG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,66243,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,212.249,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208004000,Sarangani,MAASIM,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,46430,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,92.86,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204706000,Cotabato,MAGPET,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,37981,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,50.279,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208005000,Sarangani,MAITUM,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,31837,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,98.141,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204707000,Cotabato,MAKILALA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,60101,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,174.916,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208006000,Sarangani,MALAPATAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,56232,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,92.29,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1208007000,Sarangani,MALUNGON,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,72864,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,97.152,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204708000,Cotabato,MATALAM,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,55505,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,116.607,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204709000,Cotabato,MIDSAYAP,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,77530,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,267.345,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206311000,South Cotabato,NORALA,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33259,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,271.059,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206509000,Sultan Kudarat,PALIMBANG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,57269,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,118.324,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204711000,Cotabato,PIGKAWAYAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,36814,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,108.245,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204712000,Cotabato,PIKIT,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,46077,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,76.211,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206312000,South Cotabato,POLOMOLOK,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,115093,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,339.507,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,30673,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,147.183,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1204713000,Cotabato,PRESIDENT ROXAS,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,35382,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,57.234,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206318000,South Cotabato,SANTO NIÑO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,28192,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,256.524,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33260,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,40.344,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206313000,South Cotabato,SURALLAH,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,61449,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,113.731,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206316000,South Cotabato,T'BOLI,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,70923,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,79.173,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206511000,Sultan Kudarat,TACURONG,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,73856,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,481.46,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206314000,South Cotabato,TAMPAKAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,29127,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,74.551,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/06/1999,1999,6,June,1206315000,South Cotabato,TANTANGAN,CURRENT REGION XII,Yes,Yes,0,INFERRED_ZERO_FROM_OMITTED_REGIONAL_YEARS,33250,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,262.224,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
